"country","year","status","life_expectancy","adult_mortality","alcohol","percentage_expenditure","bmi","total_expenditure","gdp","population","income_composition_of_resources","schooling","code","meningitis","alzheimer_s_disease_and_other_dementias","parkinson_s_disease","nutritional_deficiencies","malaria","drowning","interpersonal_violence","maternal_disorders","hiv_aids","drug_use_disorders","tuberculosis","cardiovascular_diseases","lower_respiratory_infections","neonatal_disorders","alcohol_use_disorders","self_harm","exposure_to_forces_of_nature","diarrheal_diseases","environmental_heat_and_cold_exposure","neoplasms","conflict_and_terrorism","diabetes_mellitus","chronic_kidney_disease","poisonings","protein_energy_malnutrition","road_injuries","chronic_respiratory_diseases","cirrhosis_and_other_chronic_liver_diseases","digestive_diseases","fire_heat_and_hot_substances","acute_hepatitis","measles_abs","infant_deaths_abs","under_five_deaths_abs","hepatitis_b_abs","polio_abs","diphtheria_abs","thinness_1_19_abs","thinness_5_9_abs"
"swaziland",2009,"Developing",52.6,46,4.9,47.6164523,29.3,8.46,332.517125,118675,0.519,10.8,"SWZ",116,38,14,129,7,59,214,49,8210,4,1039,1470,999,593,11,236,0,730,14,918,0,634,256,26,127,441,342,194,357,58,9,3085.55,356.025,474.7,104434,105620.75,104434,6883.15,7001.825
"swaziland",2010,"Developing",53.6,459,4.93,56.93670561,29.7,8.47,369.239336,122843,0.523,11,"SWZ",112,39,14,125,4,57,216,45,7346,4,988,1452,950,578,10,233,0,702,14,909,0,634,254,26,123,432,334,191,351,57,8,38449.859,245.686,491.372,109330.27,109330.27,109330.27,6633.522,6879.208
"swaziland",2011,"Developing",55,438,5.2,735.7090978,3.2,8.61,3934.27325,1225258,0.526,11.2,"SWZ",109,39,14,122,4,58,216,41,6459,4,936,1433,900,545,10,229,0,667,13,901,0,625,250,25,120,423,327,187,344,56,8,0,2450.516,3675.774,1114984.78,1041469.3,1114984.78,62488.158,63713.416
"swaziland",2012,"Developing",56.5,412,0.01,720.2333929,3.7,8.76,3851.51547,1248158,0.534,11.3,"SWZ",106,41,14,118,5,59,219,38,6016,4,891,1435,866,532,10,229,0,630,13,906,0,627,251,25,116,418,324,186,342,56,8,0,2496.316,3744.474,1185750.1,1148305.36,1185750.1,59911.584,61159.742
"swaziland",2013,"Developing",57.6,393,0.01,708.9556648,31.2,9.66,3598.75972,1271456,0.539,11.4,"SWZ",102,42,14,113,11,56,220,35,5532,4,834,1434,831,511,10,229,0,596,12,910,0,630,251,24,111,411,320,184,339,55,8,0,2542.912,3814.368,1246026.88,1246026.88,1246026.88,57215.52,58486.976
"swaziland",2014,"Developing",58.4,382,0.01,574.3895102,31.8,9.25,3464.35169,129597,0.541,11.4,"SWZ",86,44,15,111,4,56,221,33,4963,4,778,1430,795,495,10,228,11,573,12,916,0,633,252,24,109,405,316,184,336,55,7,0,259.194,388.791,127005.06,127005.06,127005.06,5572.671,5572.671
"swaziland",2015,"Developing",58.9,373,4.60286078717201,0,32.3,5.9381895280236,3136.92511,131911,0.541,11.4,"SWZ",80,46,15,107,0,55,224,30,4435,4,730,1433,768,481,10,228,0,539,12,923,0,636,253,23,105,399,314,183,335,54,7,0,263.822,395.733,11871.99,110805.24,11871.99,5276.44,5408.351
"sweden",2000,"Developed",79.6,73,6.2,3689.7273,52.8,8.18,29283.55,887219,0.873,15.9,"SWE",43,4524,1047,92,0,129,126,5,33,222,155,42965,3457,131,506,1438,1,146,73,23245,0,1787,981,31,72,630,3322,870,3028,110,3,52345.921,0,0,718119.150595388,878346.81,878346.81,12421.066,11533.847
"sweden",2001,"Developed",79.8,73,6.6,3554.546434,53.4,8.86,26969.24457,889596,0.877,15.9,"SWE",41,4621,1056,96,0,129,122,5,42,225,155,42528,3278,143,500,1432,4,184,79,23314,0,1850,1018,31,76,617,3409,897,3070,110,3,4447.98,0,0,720043.105358491,880700.04,880700.04,11564.748,11564.748
"sweden",2002,"Developed",79.9,71,6.9,3998.09987,53.9,9.23,29571.7446,8924958,0.88,15.9,"SWE",39,4722,1076,99,0,127,133,4,35,220,155,42250,3210,144,508,1410,1,222,85,23317,0,1896,1065,29,78,593,3520,928,3143,110,3,80324.622,0,0,7223902.1685283,8835708.42,8835708.42,116024.454,116024.454
"sweden",2003,"Developed",82,69,6.9,5067.411418,54.4,9.31,36961.42537,8958229,0.882,15.9,"SWE",39,4793,1077,96,0,123,119,3,33,218,142,41147,3056,143,512,1394,7,259,92,23345,0,1916,1094,29,76,578,3557,949,3144,105,3,26874.687,0,0,7250831.86937946,8868646.71,8868646.71,116456.977,116456.977
"sweden",2004,"Developed",83,7,6.6,5793.363644,54.9,9.9,42442.2245,8993531,0.888,16,"SWE",39,4868,1079,95,0,121,125,2,28,224,134,40318,2920,138,501,1412,2,279,106,23457,0,1955,1133,29,76,565,3589,970,3134,102,3,44967.655,0,0,7279405.4709979,8903595.69,8903595.69,116915.903,116915.903
"sweden",2005,"Developed",85,66,6.5,599.0392403,55.3,9.6,4385.35315,929572,0.89,16,"SWE",37,4968,1089,97,0,115,124,5,31,228,132,39538,2849,126,486,1394,6,330,89,23460,2,1963,1168,28,78,534,3631,976,3122,99,3,12084.436,0,0,752399.864134172,910980.56,910980.56,12084.436,12084.436
"sweden",2006,"Developed",88,64,6.5,6369.516139,55.7,8.95,46256.4716,9855,0.892,15.9,"SWE",35,5071,1107,103,0,113,118,4,26,236,130,39392,2772,132,470,1392,4,383,82,23628,0,1995,1221,29,82,516,3684,993,3160,97,3,187.245,0,0,7976.68245283019,9657.9,9657.9,128.115,128.115
"sweden",2007,"Developed",89,63,6.9,7593.391622,56.1,8.92,53324.37937,914892,0.895,15.8,"SWE",33,5149,1122,103,0,110,137,2,34,253,125,38997,2736,125,454,1399,3,451,78,23675,1,2009,1286,29,82,501,3731,998,3169,99,3,914.892,0,0,740517.804427673,896594.16,896594.16,11893.596,11893.596
"sweden",2008,"Developed",81.1,62,6.9,8105.590882,56.5,9.23,55746.84238,9219637,0.897,15.7,"SWE",33,5214,1130,104,0,106,118,5,22,273,118,38204,2687,125,436,1416,0,508,74,23693,0,2005,1338,30,82,478,3769,1004,3156,99,3,230490.925,0,0,7462416.7102348,9035244.26,9035244.26,119855.281,119855.281
"sweden",2009,"Developed",81.4,62,7.3,682.1070608,56.9,9.94,4627.592,9298515,0.898,15.8,"SWE",30,5263,1141,104,0,101,122,5,31,283,109,37656,2618,135,421,1425,0,593,72,23848,0,1995,1408,31,83,453,3832,1012,3130,100,3,27895.545,0,0,7526260.9272327,9112544.7,9112544.7,120880.695,120880.695
"sweden",2010,"Developed",81.5,58,7.2,778.2477467,57.3,9.47,5276.25591,9378126,0.895,15.8,"SWE",29,5359,1153,107,0,94,122,3,23,295,99,37244,2553,135,405,1408,1,661,70,24014,2,1986,1497,31,86,426,3913,1014,3105,97,3,56268.756,0,0,7590698.43781132,9190563.48,9190563.48,121915.638,121915.638
"sweden",2011,"Developed",81.7,58,7.4,11477.6671,57.7,11.7,59593.28711,9449213,0.901,16,"SWE",28,5450,1168,109,0,95,118,2,32,309,96,37068,2628,125,385,1412,0,714,66,24245,0,1976,1596,31,88,414,4014,1024,3116,94,3,245679.538,0,0,3968669.46,9260228.74,9260228.74,132288.982,122839.769
"sweden",2012,"Developed",81.7,57,7.4,10947.02327,58.1,11.8,57134.777,9519374,0.903,15.8,"SWE",29,5497,1178,112,0,97,114,4,24,327,92,36639,2667,139,366,1420,4,742,63,24413,1,1950,1693,33,92,402,4105,1037,3127,93,3,285581.22,0,0,5045268.22,9328986.52,9328986.52,133271.236,123751.862
"sweden",2013,"Developed",81.9,57,7.3,1212.666327,58.5,11.97,6283.24522,96379,0.904,15.8,"SWE",29,5533,1176,115,0,98,122,5,20,354,87,35939,2665,142,356,1436,11,761,61,24567,0,1923,1773,34,96,392,4148,1045,3122,91,3,4915.329,0,0,64573.93,94451.42,94451.42,1349.306,1252.927
"sweden",2014,"Developed",82.3,54,7.3,1142.212403,59,11.93,5918.19898,969611,0.906,15.8,"SWE",28,5555,1173,121,0,99,121,4,17,386,81,35228,2630,130,350,1426,0,759,59,24780,0,1902,1832,34,101,385,4186,1052,3118,89,3,25209.886,0,0,649639.37,950218.78,950218.78,14544.165,12604.943
"sweden",2015,"Developed",82.4,53,4.60286078717201,0,59.5,5.9381895280236,5585.25847,9799186,0.909,15.9,"SWE",30,5639,1185,125,0,99,131,3,25,414,78,35144,2728,139,348,1418,0,778,58,25078,4,1938,1928,34,106,377,4297,1061,3146,90,3,215582.092,0,0,6565454.62,9603202.28,9603202.28,146987.79,137188.604
"switzerland",2000,"Developed",79.7,78,11.26,5834.582046,5.8,9.91,37813.23426,718425,0.879,15.1,"CHE",52,3293,649,48,0,71,81,5,149,274,70,25115,2136,180,280,1563,29,62,14,16319,0,1710,897,11,32,593,2606,1054,2595,50,5,0,0,0,581496.508490566,682503.75,668135.25,5028.975,3592.125
"switzerland",2001,"Developed",82,75,11.12,6478.346135,51.3,1.28,38538.64447,7229854,0.888,15.2,"CHE",46,3346,656,47,0,70,90,3,134,266,64,24508,1975,178,280,1538,20,67,13,16404,14,1671,934,11,32,557,2533,1049,2594,49,5,5060897.8,0,0,5851877.17283857,6868361.3,6723764.22,50608.978,36149.27
"switzerland",2002,"Developed",84,74,10.85,6853.628494,51.8,1.61,41336.72192,7284753,0.89,15.2,"CHE",41,3414,677,48,0,67,89,4,113,251,60,24445,1962,169,276,1544,19,74,13,16560,0,1666,995,11,34,539,2544,1057,2627,47,4,0,0,0,5896312.67664151,6920515.35,6774820.29,43708.518,36423.765
"switzerland",2003,"Developed",85,72,10.82,842.2768087,52.3,1.93,4796.56497,73391,0.889,15,"CHE",36,3488,696,48,0,64,78,5,104,233,54,24359,1925,163,275,1512,9,86,14,16753,1,1672,1066,10,34,524,2572,1054,2672,46,4,42126.434,0,0,59403.0138909853,69721.45,68253.63,440.346,366.955
"switzerland",2004,"Developed",81,69,10.55,9495.540576,52.8,1.96,53255.97631,7389625,0.895,15.1,"CHE",35,3542,699,47,0,59,85,5,89,220,50,23654,1846,167,268,1486,10,92,15,16756,0,1584,1121,10,34,498,2533,1033,2638,45,4,288195.375,0,0,5981196.55712788,7020143.75,6872351.25,44337.75,29558.5
"switzerland",2005,"Developed",81.1,66,10.15,10055.34981,53.2,1.86,54797.54663,7437115,0.899,15.2,"CHE",32,3621,715,46,0,55,76,4,72,220,49,23429,1816,164,261,1464,25,99,17,16844,0,1522,1196,10,34,466,2554,1026,2661,44,4,446226.9,0,0,6019635.18215933,6990888.1,6990888.1,44622.69,29748.46
"switzerland",2006,"Developed",81.5,65,10.24,10598.08187,53.7,1.39,57348.92788,7483934,0.904,15.2,"CHE",30,3705,731,47,0,55,62,6,80,219,49,23157,1731,168,256,1434,12,112,14,16983,0,1480,1281,10,35,444,2546,1027,2689,42,4,0,0,0,6057530.69669602,7034897.96,7034897.96,44903.604,29935.736
"switzerland",2007,"Developed",81.7,63,10.44,11892.33429,54.1,1.21,63223.46778,7551117,0.911,15.3,"CHE",29,3787,749,50,0,54,63,2,64,215,46,22944,1684,165,258,1401,9,124,12,17213,0,1448,1386,10,37,429,2569,1031,2712,41,4,7664383.755,0,0,6111908.92675472,7098049.98,7098049.98,37755.585,30204.468
"switzerland",2008,"Developed",82,6,10.29,2084.255535,54.6,1.29,72119.5687,7647675,0.914,15.3,"CHE",29,3874,768,52,0,52,58,5,53,214,45,22723,1638,166,258,1356,11,145,11,17411,0,1416,1487,11,39,415,2603,1026,2726,40,4,15463598.85,0,0,6190063.4172956,7341768,7265291.25,38238.375,30590.7
"switzerland",2009,"Developed",82.1,6,10.15,14714.82588,55,11,69672.471,7743831,0.916,15.3,"CHE",28,3972,792,58,0,52,65,4,49,206,43,22633,1632,176,260,1311,12,165,11,17728,0,1370,1599,10,43,405,2672,1042,2767,40,4,7418590.098,0,0,6267892.52718239,7434077.76,7356639.45,38719.155,30975.324
"switzerland",2010,"Developed",82.3,57,10.01,2198.590865,55.4,11.7,74276.71842,782499,0.92,15.4,"CHE",27,4087,811,63,0,52,55,4,48,196,42,22337,1584,168,262,1261,16,188,11,17960,0,1315,1703,10,49,384,2696,1044,2775,40,4,60252.423,0,0,633358.299610063,751199.04,743374.05,3912.495,3129.996
"switzerland",2011,"Developed",82.6,55,9.99,18822.86732,55.8,11.21,87998.44468,7912398,0.932,15.6,"CHE",26,4216,827,69,0,52,56,4,43,190,40,22044,1589,164,264,1233,13,210,10,18152,0,1277,1787,10,53,370,2718,1039,2777,40,4,4913599.158,0,0,6404331.43444025,7595902.08,7595902.08,39561.99,23737.194
"switzerland",2012,"Developed",82.7,54,9.86,18379.32974,56.2,11.59,83164.38795,7996861,0.932,15.7,"CHE",25,4352,853,77,0,52,55,6,50,186,39,22333,1632,161,261,1218,11,227,14,18515,0,1270,1922,10,61,360,2782,1054,2826,40,4,487808.521,0,0,6472696.17619707,7676986.56,7676986.56,39984.305,23990.583
"switzerland",2013,"Developed",83,52,9.73,19099.04506,56.6,11.71,84658.88768,889346,0.934,15.8,"CHE",24,4472,872,85,0,53,56,3,38,186,37,22417,1669,168,261,1209,16,240,10,18808,0,1263,2021,10,67,349,2841,1055,2841,39,4,155635.55,0,0,719840.754205451,853772.16,853772.16,3557.384,2668.038
"switzerland",2014,"Developed",83.2,51,9.61,19479.91161,57,11.66,85814.58857,8188649,0.936,15.9,"CHE",26,4576,885,90,0,52,50,5,40,186,35,22370,1695,170,262,1182,13,253,10,19069,0,1246,2099,10,72,337,2863,1043,2834,38,4,188338.927,0,0,6627930.26795388,7861103.04,7861103.04,32754.596,24565.947
"switzerland",2015,"Developed",83.4,49,4.60286078717201,0,57.4,5.9381895280236,8989.8424,8282396,0.938,16,"CHE",27,4710,907,99,0,53,55,5,32,185,36,22743,1815,175,263,1167,19,269,11,19331,0,1265,2204,11,79,326,2930,1038,2849,38,4,289883.86,0,0,6703809.52212998,8033924.12,8033924.12,33129.584,24847.188
"syrian arab republic",2000,"Developing",72.6,136,1.41,81.7274712,43.9,4.92,1177.629268,1641848,0.588,10,"SYR",542,816,229,178,0,268,358,246,20,82,137,33331,1942,4308,39,304,0,405,35,6104,10,1434,2326,97,146,2104,2450,1468,1977,269,58,239709.808,16418.48,19702.176,1297059.92,1411989.28,1379152.32,111645.664,108361.968
"syrian arab republic",2001,"Developing",72.7,135,1.29,93.50075111,44.6,4.92,1258.421953,16766899,0.589,10.1,"SYR",453,834,229,164,1,254,358,210,21,84,125,32300,1854,3793,39,300,27,347,31,6010,20,1345,2205,93,133,2072,2408,1457,1965,233,42,4862400.71,167668.99,184435.889,1341351.92,13916526.17,13748857.18,1123382.233,1089848.435
"syrian arab republic",2002,"Developing",72.8,135,1.25,91.70356833,45.3,4.94,1263.13455,178791,0.596,10.2,"SYR",426,864,239,157,0,242,352,199,22,90,118,32696,1846,3381,41,309,80,298,30,6075,100,1344,2163,90,125,2087,2449,1481,1993,238,32,96189.558,1609.119,1966.701,14303.28,153760.26,150184.44,11800.206,11621.415
"syrian arab republic",2003,"Developing",73,134,1.29,94.75639211,46,5.12,1253.39143,17415266,0.599,10.3,"SYR",352,887,235,130,0,209,345,179,24,92,106,31497,1678,2673,43,307,0,251,27,5937,80,1269,2026,82,101,1941,2366,1440,1932,214,22,13949628.066,156737.394,191567.926,14106365.46,14802976.1,14454670.78,1149407.556,1114577.024
"syrian arab republic",2004,"Developing",73.2,131,0.93,10.21129783,46.8,4.48,148.852738,1786638,0.61,10.6,"SYR",341,922,241,123,0,201,350,165,24,100,103,31953,1745,2544,47,324,5,231,26,6029,9,1264,2003,85,95,1970,2405,1451,1940,209,20,337674.582,16079.742,17866.38,1465043.16,1500775.92,1447176.78,116131.47,112558.194
"syrian arab republic",2005,"Developing",73.5,127,0.92,116.2585943,47.6,4.11,1577.457182,18294611,0.624,11,"SYR",336,965,252,122,0,204,370,151,24,113,98,32287,1891,2615,51,343,0,217,25,6171,35,1251,1987,91,94,2060,2466,1462,1944,205,17,6860479.125,164651.499,182946.11,15184527.13,15184527.13,1463568.88,1189149.715,1152560.493
"syrian arab republic",2006,"Developing",73.7,123,0.97,122.6523334,48.5,3.78,1762.24617,18914977,0.636,11.4,"SYR",336,1011,266,122,0,210,393,139,24,130,96,32950,2105,2741,56,364,6,206,25,6364,1003,1262,1994,98,93,2156,2548,1499,1982,207,16,9779043.109,151319.816,189149.77,15699430.91,15699430.91,1513198.16,1210558.528,1191643.551
"syrian arab republic",2007,"Developing",73.8,121,0.83,17.98136184,49.4,3.72,258.3529,1963286,0.644,11.5,"SYR",329,1059,284,121,0,205,411,125,24,142,96,33964,2308,2707,61,381,0,201,25,6570,499,1278,2001,101,92,2177,2655,1538,2019,205,14,791204.258,15706.288,17669.574,1629527.38,1629527.38,157062.88,125650.304,121723.732
"syrian arab republic",2008,"Developing",73.8,122,0.8,0,5.4,3.4,7483.15846913847,2325443,0.651,11.6,"SYR",348,1110,308,129,0,215,430,116,24,150,99,35611,2685,2988,66,400,0,206,26,6991,193,1328,2066,105,100,2253,2843,1626,2118,212,13,44183.417,18603.544,20928.987,1930117.69,1930117.69,1837099.97,148828.352,144177.466
"syrian arab republic",2009,"Developing",73.8,124,0.81,0,51.3,3.55,7483.15846913847,2824893,0.648,11.8,"SYR",337,1163,325,121,0,213,439,104,24,153,94,35856,2848,2816,66,406,0,197,25,7250,32,1336,2068,101,93,2240,2920,1689,2178,207,13,62147.646,19774.251,25424.037,2372910.12,2344661.19,225991.44,180793.152,175143.366
"syrian arab republic",2010,"Developing",73.7,127,0.78,0,52.3,3.28,7483.15846913847,2118834,0.65,11.7,"SYR",346,1231,351,113,0,221,453,91,23,121,93,36958,3015,2751,62,415,0,190,24,7625,10,1400,2103,97,86,2294,2882,1853,2352,204,13,55089.684,14831.838,19069.506,1779820.56,1758632.22,169506.72,135605.376,129248.874
"syrian arab republic",2011,"Developing",71.7,163,0.76,0,53.2,3.23,7483.15846913847,2863993,0.646,12,"SYR",353,1287,370,118,0,215,405,86,22,136,89,38157,3113,2723,62,398,0,182,23,7828,12918,1460,2195,99,90,2259,2957,1878,2391,201,13,37231.909,20047.951,22911.944,1890235.38,171839.58,2062074.96,180431.559,174703.573
"syrian arab republic",2012,"Developing",62.8,32,0.01,0,54.2,3.25,7483.15846913847,24271,0.645,12.5,"SYR",338,1334,377,116,0,197,356,79,22,134,86,38753,3028,2425,61,364,0,167,23,7910,60179,1497,2240,94,88,2094,2963,1886,2402,188,13,315.523,169.897,218.439,10436.53,11407.37,10921.95,1529.073,1480.531
"syrian arab republic",2013,"Developing",63.6,37,0.01,0,55.2,3.25,7483.15846913847,1989141,0.635,13,"SYR",314,1383,391,111,0,181,316,71,21,132,85,39821,2900,2107,60,338,0,151,23,8002,49731,1553,2316,90,83,1972,3001,1898,2423,176,12,1471964.34,13923.987,17902.269,1412290.11,99457.05,815547.81,125315.883,121337.601
"syrian arab republic",2014,"Developing",64.4,294,0.01,0,56.2,3.25,7483.15846913847,19239,0.575,9,"SYR",296,1394,395,106,0,170,294,71,19,132,84,40377,2760,1839,59,322,0,141,22,8054,75356,1594,2369,86,80,1891,3006,1896,2424,167,12,11427.966,134.673,153.912,9042.33,10004.28,8272.77,1212.057,1173.579
"syrian arab republic",2015,"Developing",64.5,293,4.60286078717201,0,57.1,5.9381895280236,7483.15846913847,18734987,0.553,9,"SYR",275,1370,385,100,0,158,281,65,17,131,83,40295,2573,1616,59,311,13,131,22,8046,60942,1610,2382,81,74,1824,2966,1876,2399,185,12,843074.415,112409.922,149879.896,7681344.67,936749.35,7681344.67,1180304.181,1142834.207
"tajikistan",2000,"Developing",63.7,198,0.37,8.943006492,31.3,4.64,138.436633,621625,0.529,9.6,"TJK",465,564,156,220,99,838,399,87,77,14,807,16206,5806,2960,190,259,0,3145,9,3302,57,523,159,120,40,452,1650,1317,1805,359,147,119352,8702.75,10567.625,503146.142033543,534597.5,515948.75,26108.25,25486.625
"tajikistan",2001,"Developing",64,194,0.86,1.142003812,31.6,4.59,17.8159721,6327125,0.535,9.7,"TJK",464,535,159,229,116,815,337,80,87,14,876,16561,5508,2959,186,254,1,2730,9,3364,128,543,164,111,45,437,1616,1341,1826,350,132,240430.75,82252.625,101234,5121204.1567086,5314785,5378056.25,259412.125,259412.125
"tajikistan",2002,"Developing",64.3,193,0.6,10.68147485,32.1,4.48,189.3878519,6447688,0.543,9.8,"TJK",457,504,162,228,79,793,293,70,97,15,914,16757,5221,2956,182,250,35,2343,9,3428,50,566,167,105,48,425,1567,1355,1839,342,111,5977006.776,77372.256,96715.32,2514598.32,5416057.92,5480534.8,257907.52,257907.52
"tajikistan",2003,"Developing",65.2,182,0.36,13.25723997,32.5,4.46,236.314438,6576877,0.553,10.1,"TJK",442,482,167,224,43,762,251,61,105,15,905,17052,4950,2976,178,253,7,2028,9,3490,10,589,169,98,48,424,1546,1369,1845,334,96,14100824.288,72345.647,92076.278,3814588.66,5393039.14,5590345.45,263075.08,263075.08
"tajikistan",2004,"Developing",65.9,177,0.38,2.093721752,33,5.7,39.281834,6712841,0.563,10.5,"TJK",435,466,176,216,28,755,217,58,113,17,836,17408,4723,3027,181,262,0,1740,9,3612,20,628,174,96,46,438,1529,1419,1893,335,88,26851.364,73841.251,87266.933,5437401.21,5504529.62,5773043.26,261800.799,261800.799
"tajikistan",2005,"Developing",65.5,194,0.37,19.83672308,33.5,5.89,337.359236,6854176,0.572,10.6,"TJK",419,453,184,190,125,741,190,57,120,19,832,18027,4492,3034,187,277,24,1549,9,3770,1,685,184,96,39,458,1545,1478,1955,331,85,0,68541.76,82250.112,5551882.56,5414799.04,5757507.84,260458.688,267312.864
"tajikistan",2006,"Developing",65.9,183,0.38,2.626234903,34.1,5.7,44.2872665,7557,0.579,10.7,"TJK",395,452,190,162,55,735,174,56,126,19,864,18430,4394,3056,187,286,25,1478,10,3858,8,721,192,94,32,474,1577,1496,1974,346,85,22.671,75.57,90.684,6650.16,5743.32,6272.31,287.166,294.723
"tajikistan",2007,"Developing",66.1,181,0.35,2.272404904,34.7,5.35,52.35956,7152385,0.586,10.9,"TJK",368,451,196,139,24,727,161,57,127,20,842,18863,4275,3076,188,298,49,1387,10,3974,3,772,201,91,25,491,1593,1530,2006,325,84,14304.77,71523.85,85828.62,6008003.4,6079527.25,6151051.1,271790.63,271790.63
"tajikistan",2008,"Developing",66.4,178,0.32,4.153362912,35.3,5.58,76.914128,739728,0.592,10.8,"TJK",313,456,204,118,15,720,158,57,125,21,808,19217,4162,3105,186,310,0,1317,10,4069,1,820,213,86,20,512,1605,1572,2044,320,84,0,7397.28,8876.736,636166.08,643563.36,636166.08,28109.664,28109.664
"tajikistan",2009,"Developing",66.7,174,0.3,35.71613793,35.9,5.93,666.3458569,7472819,0.601,11.1,"TJK",283,464,208,99,0,712,153,58,121,22,807,19459,4074,3129,183,325,21,1267,11,4131,17,869,227,81,16,530,1610,1609,2079,314,84,0,74728.19,89673.828,6949721.67,6949721.67,6949721.67,276494.303,283967.122
"tajikistan",2010,"Developing",67.3,171,0.32,43.34099958,36.6,6.4,738.3475227,764163,0.603,11.1,"TJK",255,471,222,82,0,701,163,58,120,22,781,20311,3985,3111,178,342,75,1210,11,4269,102,948,247,74,12,547,1651,1675,2144,306,84,0,7641.63,9169.956,710671.59,725954.85,710671.59,28274.031,29038.194
"tajikistan",2011,"Developing",68.1,166,0.32,51.9919227,37.4,5.98,834.5412953,7815949,0.608,11.1,"TJK",230,481,230,69,0,689,169,58,115,22,738,20866,3919,3094,172,359,0,1144,11,4401,28,1034,267,67,8,568,1661,1736,2200,298,83,7815.949,78159.49,93791.388,7503311.04,7581470.53,7503311.04,289190.113,289190.113
"tajikistan",2012,"Developing",68.8,164,0.01,71.50892145,38.2,6.39,954.725253,799562,0.613,11.1,"TJK",204,478,233,56,0,667,176,56,107,22,728,20958,3849,3079,164,374,2,1100,12,4477,53,1118,289,59,6,582,1651,1786,2246,287,81,12792.992,7995.62,9594.744,751588.28,767579.52,751588.28,28784.232,29583.794
"tajikistan",2013,"Developing",69.3,163,0.01,1.0419164,39,6.75,14.214412,817789,0.617,11.2,"TJK",177,476,231,45,0,639,187,54,103,21,738,20832,3762,3049,153,382,0,1057,11,4512,3,1194,311,51,4,584,1625,1820,2270,274,78,817.789,8177.89,8995.679,785077.44,793255.33,785077.44,29440.404,30258.193
"tajikistan",2014,"Developing",69.6,162,0.01,7.829008596,39.9,6.88,114.45919,8362745,0.622,11.3,"TJK",156,475,236,37,0,619,194,52,101,21,755,21285,3721,3044,144,398,20,1016,11,4642,8,1315,342,45,3,600,1638,1885,2335,263,76,0,83627.45,91990.195,8111862.65,7860980.3,8111862.65,301058.82,309421.565
"tajikistan",2015,"Developing",69.7,161,4.60286078717201,0,4.7,5.9381895280236,918.6771543,8548651,0.625,11.3,"TJK",137,469,241,30,0,613,203,51,90,20,755,21852,3640,3007,135,416,12,926,11,4796,24,1452,377,39,2,640,1654,1956,2404,254,74,25645.953,85486.51,94035.161,8206704.96,8206704.96,8206704.96,307751.436,316300.087
"thailand",2000,"Developing",71.1,194,5.88,0.27564826,18.7,3.4,27.564826,6295821,0.64,10.9,"THA",1444,8285,1845,1144,318,6403,9401,917,34113,547,11451,84185,11028,5814,918,10272,109,5311,38,72636,15,12621,14773,339,993,28444,23901,12796,20872,673,275,25649174.754,113324.778,132212.241,5981029.95,6106946.37,6106946.37,591807.174,610694.637
"thailand",2001,"Developing",71.2,194,5.92,176.0625201,19.4,3.32,1893.145377,63543322,0.649,11.2,"THA",1504,8522,1768,964,233,6431,8890,834,35471,536,10385,79669,11110,5455,821,9696,222,5123,36,70081,36,11567,14416,328,841,27049,22171,12618,20463,666,246,465073573.718,1080236.474,1270866.44,60366155.9,61637022.34,61001589.12,5909528.946,6100158.912
